发文时间,发布者id,发布者名字,内容信息,被提及人,频道
2022-07-27T21:42:10.847000+00:00,988562203034656778,dededeth,"Hi buddy, do you have a video or screenshot of this?",Ghoul,general-chat
2022-07-27T21:34:55.331000+00:00,398956609532985345,FlukeOmen,"That was also the first time my phone gave me a notification saying it had to lower my brightness - was around 25% brightness, so that's surprising) to try reduce the heat of the phone due to overheating (OnePlus 7T), not sure if that mission causes some higher heat creation in mobile or if it's just a coincidence, but maybe worth me mentioning",,feedback-and-bugs
2022-07-27T21:33:27.579000+00:00,398956609532985345,FlukeOmen,"So Deadeye was a ridiculous bullet sponge when soloLevel 16 enemy, I'm using level 20 weapons, and it took around 2-3mins of shooting them point blank (dodging from the occasional sniper fire) in the head to kill them. I'm not sure if Deadeye just currently doesn't scale to solo parties? Or that their health has an extra 0 on it?But that was not fun 😅",,feedback-and-bugs
2022-07-27T21:29:41.762000+00:00,143181581123715082,Gregg2G,Like no chance they gave us the most current build,,general-chat
2022-07-27T21:29:29.205000+00:00,143181581123715082,Gregg2G,I wouldn't judge the current state of the game as if it's the latest build of the game.,,general-chat
2022-07-27T21:29:01.131000+00:00,401536937078423552,Ghoul,It's the feeling i get at leatst 😄,,general-chat
2022-07-27T21:29:00.327000+00:00,715620799318458378,Hinks92,Think ive only seen like 2 as well,,general-chat
2022-07-27T21:28:44.234000+00:00,715620799318458378,Hinks92,Well damn 🤣😂,,general-chat
2022-07-27T21:28:30.650000+00:00,401536937078423552,Ghoul,"Yeah, it's like a 5% change of getting something",,general-chat
2022-07-27T21:28:00.191000+00:00,715620799318458378,Hinks92,"And are other people having problems interacting with bags out in the world, havent been able to search a single one yet, get the promt but says i cant jnterect with it right now or something along those lines",,general-chat
2022-07-27T21:27:12.487000+00:00,999719256545574932,damon12373,Running smoothly on my pixel 6 no crashes or frame rate drops so far no heat problems and battery drain for one hours play was 7%,,feedback-and-bugs
2022-07-27T21:26:42.640000+00:00,401536937078423552,Ghoul,"Yeah, did find a stairs going down but couldnt get on it 😄 Pressed the interaction button but game said no",,general-chat
2022-07-27T21:26:31.854000+00:00,257667780680089600,gkopou,Can't see PvP within the next 2 years tho 😅 ...at least without bugs 🤣,,general-chat
2022-07-27T21:26:11.844000+00:00,715620799318458378,Hinks92,Combination of re buying div2 other month on pc (originally had it on xbox when came out) and this alpha im really getting back into divion again,,general-chat
2022-07-27T21:24:02.170000+00:00,143181581123715082,Gregg2G,As it should be with the time line :D,,general-chat
2022-07-27T21:23:53.677000+00:00,257667780680089600,gkopou,Exactly...div 1 but flat earth confirmed...nothing underground so far,Ghoul,general-chat
2022-07-27T21:21:49.861000+00:00,401536937078423552,Ghoul,"Everything is about the same as Div 1, just lower resolution 😄",,general-chat
2022-07-27T21:20:43.712000+00:00,143181581123715082,Gregg2G,Why should we see something new? New York is still New York right,gkopou,general-chat
2022-07-27T21:20:07.121000+00:00,257667780680089600,gkopou,"Also, for those who are trying to reach DZ...you won't see something new there. Although you might be disappointed when/if they add DZ 😜...I am talking to those waiting for PvP 🤣",,general-chat
2022-07-27T21:14:59.406000+00:00,401536937078423552,Ghoul,Are you a ghost 😮,,general-chat
2022-07-27T21:13:40.216000+00:00,257667780680089600,gkopou,"Houston, I have reached immortality. After no fall damage, now bullets have no effect on me. I will post it later at feedback.",,general-chat
2022-07-27T20:59:41.176000+00:00,401536937078423552,Ghoul,Water is life on cahllenging or Heroic 😄,Fronamo🇦🇿,general-chat
2022-07-27T20:59:30.265000+00:00,107058913429422080,Freaky Old Man,though it very dark and blurred a lot,,general-chat
2022-07-27T20:58:30.168000+00:00,107058913429422080,Freaky Old Man,kind of hard as the phone and the game is on the screen lol,,general-chat
2022-07-27T20:50:39.625000+00:00,401536937078423552,Ghoul,You can post your set up 😄 just not the screen 😛,,general-chat
2022-07-27T20:49:53.413000+00:00,107058913429422080,Freaky Old Man,I so wish we could post photo of our setup for playing I have my Note 10 5g Hooked up to my tv and xbox pad playing the game it awesome love the alpha.,,general-chat
2022-07-27T20:49:05.784000+00:00,143181581123715082,Gregg2G,I don't either so I'm not sure if it's in the alpha,,general-chat
2022-07-27T20:48:43.916000+00:00,401536937078423552,Ghoul,"I think Water Life on Herioc, but no expert as i dont have it 😄",,general-chat
2022-07-27T20:42:51.329000+00:00,995091267639845026,Fronamo🇦🇿,what mission should i complete?  I'm level 18,,general-chat
2022-07-27T20:32:52.123000+00:00,401536937078423552,Ghoul,And no QQ in here if you brick your €800 phone 😄,,general-chat
2022-07-27T20:30:53.497000+00:00,401536937078423552,Ghoul,"Though be carefull for virus, mallware and exploding CPU's 😄",,general-chat
2022-07-27T20:30:25.877000+00:00,401536937078423552,Ghoul,But maybe google knows a way 😛,,general-chat
2022-07-27T20:30:17.940000+00:00,401536937078423552,Ghoul,Officially you can't 😄,,general-chat
2022-07-27T20:29:30.449000+00:00,219202709406875649,Szwagier,how? I can't download it on s22+,Jord,general-chat
2022-07-27T20:24:16.437000+00:00,401536937078423552,Ghoul,So maybe... Ubi's gonna be the one that saves me 😄,,general-chat
2022-07-27T20:23:38.281000+00:00,401536937078423552,Ghoul,"Would battlbot have almost 5000 posts if they added it, NO 😄",,general-chat
2022-07-27T20:22:47.956000+00:00,401536937078423552,Ghoul,"Do we wish there was one, YES 😄",,general-chat
2022-07-27T20:17:33.698000+00:00,401536937078423552,Ghoul,"Officially, no",,general-chat
2022-07-27T20:17:07.938000+00:00,404997757372203019,Ryoko,is it possible to get an apk of the game to test it?,,general-chat
2022-07-27T20:09:17.630000+00:00,401536937078423552,Ghoul,But then again i think DZ is instanced so wont be anything there but emptyness 😄,,general-chat
2022-07-27T20:08:49.300000+00:00,401536937078423552,Ghoul,"Tried all access points i could reach, from Times square to all the way down 😦",,general-chat
2022-07-27T20:05:38.865000+00:00,401536937078423552,Ghoul,And no way to enter as far as i found,,general-chat
2022-07-27T20:02:01.506000+00:00,453625244331016192,M1cio,I play game very well on S21 Ultra & Razr controller kishi....not full compatibile  but good for Fire and shooting and movements.,,feedback-and-bugs
2022-07-27T19:59:47.068000+00:00,256950551671996416,D3LT4_Moody,There is no dark zone in the current test,shayanjoon,general-chat
2022-07-27T19:55:18.582000+00:00,394696463587868672,shayanjoon,Is there any trick to enter dark zone?,,general-chat
2022-07-27T19:20:56.849000+00:00,652604052873412609,PorterEva,the damage buff holy molotov,,general-chat
2022-07-27T19:20:39.919000+00:00,652604052873412609,PorterEva,"bruh Tactical Link with sniper rifles is such a ""fuck you and you in particular"" moment",,general-chat
2022-07-27T19:19:31.563000+00:00,640552808864546828,LukeD,"Vanguard for me. I like the whole ""no aim required"" one hit kill sniper nonsense",,general-chat
2022-07-27T19:15:35.251000+00:00,615969175864868877,Riggy Gaming,Yh I have been using the Demolitionist,,general-chat
2022-07-27T19:13:56.225000+00:00,273418729751314434,JohnnyPlays91,What's you guys favorite specialisation? I'd say for solo players the Demokitionist works best,,general-chat
2022-07-27T19:09:49.600000+00:00,615969175864868877,Riggy Gaming,Sure thing,Klancy,general-chat
2022-07-27T19:08:38.232000+00:00,620231365199265793,battlebot579,"Good spot, I havent been on for the past hour",Riggy Gaming,general-chat
2022-07-27T19:08:00.582000+00:00,970689720210325574,Klancy,Can you send us the link via DM? 👀 Please,,general-chat
2022-07-27T19:05:55.959000+00:00,143181581123715082,Gregg2G,"Following up on this. It seems the reason might be that once you join the level 26 branch, the enemies there are level 27. So they're higher level than you at first. Which is the opposite of the level 21 branch with level 20 enemies.",,feedback-and-bugs
2022-07-27T18:32:34.816000+00:00,160521135363063809,Jord,Maybe in the next round of testing,Noviam,ask-the-team
2022-07-27T18:28:55.568000+00:00,219526733894778881,Davis Kreiky,"Btw I was able to download it normally from the play store, no tricks!",,feedback-and-bugs
2022-07-27T18:24:45.145000+00:00,541379962406567946,Noviam,Hello is there any update on whether the S22 Ultra Exynos will receive compatability?,,ask-the-team
2022-07-27T18:23:55.169000+00:00,615969175864868877,Riggy Gaming,Released 50 mins ago,,general-chat
2022-07-27T18:23:49.011000+00:00,219526733894778881,Davis Kreiky,Temperature and battery drain is okay.,,feedback-and-bugs
2022-07-27T18:23:36.245000+00:00,615969175864868877,Riggy Gaming,Found a vid on the alpha on YT,,general-chat
2022-07-27T18:22:53.195000+00:00,219526733894778881,Davis Kreiky,"I want to give a positive feedback 😅 I play with a device that is not on the compatibility list. GPD XP. Runs okay with ""smoth"" Options. Sometimes frame drops. But Overall a good alpha experience, controller is fully working, no crashes at all!",,feedback-and-bugs
2022-07-27T18:21:57.325000+00:00,273418729751314434,JohnnyPlays91,I mean apart from the performance but it's an alpha so yeah,,general-chat
2022-07-27T18:21:00.551000+00:00,273418729751314434,JohnnyPlays91,Basically my only issue with the game so far but its huge for me,,general-chat
2022-07-27T18:20:24.359000+00:00,615969175864868877,Riggy Gaming,Lol,,general-chat
2022-07-27T18:20:21.153000+00:00,273418729751314434,JohnnyPlays91,Gosh I hate the sprinting anims so much,,general-chat
2022-07-27T18:20:06.045000+00:00,615969175864868877,Riggy Gaming,😅,,general-chat
2022-07-27T18:20:02.653000+00:00,273418729751314434,JohnnyPlays91,I want to tell them all about the animations instead 😅,,general-chat
2022-07-27T18:19:46.967000+00:00,273418729751314434,JohnnyPlays91,"Well it was funny, first call they said we would have an interview next tuesday, but then they called me again and told me that I wasnt suitable for the interview - they were a little embarrassed about it but I said it's alright, gathering from the info the interview topic wouldn't be too interesting for me anyway",HighlandHitman,general-chat
2022-07-27T18:11:23.385000+00:00,257667780680089600,gkopou,LFM for stolen signal 😛,,other-division-games
2022-07-27T18:05:25.989000+00:00,973695498038935552,Gab, ,,feedback-and-bugs
2022-07-27T18:05:20.181000+00:00,973695498038935552,Gab,Thanks for the feedback.,H1tm4n,feedback-and-bugs
2022-07-27T17:59:02.472000+00:00,556838446249803795,H1tm4n,H1tg1rlSamsung Galaxy S20 FEIn addition to my previous report with the temperature and the crashes every 20min:If i set the RAM in the settings from 4 to 6 gb i can play without crashes. Today i finished all main missions on every mode and had no crashes for about two hours. And the game runs very smooth.Cant wait to play the beta 😅👍,,feedback-and-bugs
2022-07-27T17:54:20.372000+00:00,426090037260582924,knightrider,my phone is a galaxy s21fe,,feedback-and-bugs
2022-07-27T17:53:54.932000+00:00,426090037260582924,knightrider,"hey there, in the last view days i played the game at serveral times, in 4G-area, in wifi-area, at different daytimes and mostly, no, every tray, the game crashed after a view minutes playing. and the phone went hot, nearly 60°c. and before it crashed the framerate dropped down and it feels very laaag, and the the game crashed.",,feedback-and-bugs
2022-07-27T17:35:14.038000+00:00,227427177300230146,Mx,"Decent yes, but I haven't played a shooter mobile game since I was 17, so it's quite uncomfortable, and infuriating after dumping an entire magazine on an NPC and missing every shot",Jord,ask-the-team
2022-07-27T17:34:54.174000+00:00,257667780680089600,gkopou,time for some division 1 while phone is charging 😛 ...if anyone wanna join just say so 🙂,,other-division-games
2022-07-27T17:34:52.171000+00:00,260041635868442628,K3nn3H,Me Oppo Find X5 runs nice and smooth,,general-chat
2022-07-27T17:31:33.757000+00:00,160521135363063809,Jord,Im playing Also playing on S22 Ultra,neria_nightmare,general-chat
2022-07-27T17:30:10.347000+00:00,160521135363063809,Jord,The touch controls are pretty decent to be honest,Mx,ask-the-team
2022-07-27T17:28:51.938000+00:00,463724309299593216,flashyboy82,Think the call he got was the same one you got confirming we are suitable for the interviews. They said to me they weren't starting until Friday which mines is that day as well,HighlandHitman,general-chat
2022-07-27T17:25:30.223000+00:00,326101140385300480,neria_nightmare,Ok thanks,,general-chat
2022-07-27T17:23:47.324000+00:00,463724309299593216,flashyboy82,Me and Samsung s21+,,general-chat
2022-07-27T17:23:22.611000+00:00,326101140385300480,neria_nightmare,Please,,general-chat
2022-07-27T17:23:16.658000+00:00,326101140385300480,neria_nightmare,Who are playing the división resurgence ?? And what model have of mobile ?,,general-chat
2022-07-27T17:01:33.373000+00:00,260041635868442628,K3nn3H,"Well i'm very impressed with it so far runs smooth and looks good on my Oppo Find X5 ,even the touch controls feel nice ,looking forward when i can get to play it on a tablet",,feedback-and-bugs
2022-07-27T16:57:48.612000+00:00,973695498038935552,Gab,Controllers aren't officially supported yet. That will come in the future.,K3nn3H,feedback-and-bugs
2022-07-27T16:53:16.560000+00:00,260041635868442628,K3nn3H,"OK so my controller worked ok but vertical invert wasn't working ,also game needs to have full controller support as not all control options work as i have to keep touching phone screen for certain actions to happen which breaks immersion",,feedback-and-bugs
2022-07-27T16:52:47.363000+00:00,104203021029748736,HighlandHitman,What sort of questions did they ask you. Got mine on Friday,JohnnyPlays91,general-chat
2022-07-27T16:45:30.650000+00:00,170958863497953281,Airborne,Done,Gab,feedback-and-bugs
2022-07-27T16:40:16.446000+00:00,155149108183695360,Dyno,"Ingame character name (please specify)Device informationIssue (Can you say in as few words as possible what happened that you think is wrong)Issue type (Is it an issue with the gameplay, UI, menu, visual, auditory or the environment)Description (What exactly is the issue at hand, can you describe in detail what the bug is or what it does/causes the game to do)Result (What happened that should not have happened)Expected result (What, if anything, should whatever you did to experience the bug have done normally)Steps to reproduce (Describe in as much detail as you can, with anything that you think is relevant, what exactly you did that caused this issue, so that it can be reproduced, confirmed by staff in cross-referenced to other reports and fixed)",,feedback-and-bugs
2022-07-27T16:40:16.137000+00:00,973695498038935552,Gab,?SHDBUG,,feedback-and-bugs
2022-07-27T16:40:05.364000+00:00,973695498038935552,Gab,Please add your device information in the bug report. Thank you!,Airborne,feedback-and-bugs
2022-07-27T16:37:24.910000+00:00,170958863497953281,Airborne,After 30 Minuten of Playtime my Smartphone hast over 50° and is to hot to handleOneplus 8T,,feedback-and-bugs
2022-07-27T16:32:39.038000+00:00,438093970296537088,ánt’įįhnii,"Not trying to sound cheeky but If we do the alpha, when we get the main release, will we get a bonus?",,general-chat
2022-07-27T16:03:45.447000+00:00,149262625077854208,Mallo,It's also the first closed alpha,,general-chat
2022-07-27T16:03:34.259000+00:00,149262625077854208,Mallo,How is it unfair? There are about 10000 phone models it isn't realistic for them to test them all,Euden,general-chat
2022-07-27T15:56:55.291000+00:00,569868072094007306,Oleksander,Really?,,feedback-and-bugs
2022-07-27T15:53:41.015000+00:00,324569833276440576,Ryotecx,"It's on the list, it's in the POCO section",Oleksander,feedback-and-bugs
2022-07-27T15:50:04.586000+00:00,569868072094007306,Oleksander,"Yeah, I too, the graphics are incredible, they have to able the 60 fps option",Mx,feedback-and-bugs
2022-07-27T15:45:31.271000+00:00,160864980449755147,Euden,"So if my phone is not compatible now, will I be eligible for future tests? seems rather unfair to be part of something and then told you cant participate because your phone isnt on the list",,general-chat
2022-07-27T15:44:13.967000+00:00,257667780680089600,gkopou,"My pleasure. If you have any other questions, feel free to ask. 😀",JohnnyPlays91,general-chat
2022-07-27T15:38:20.552000+00:00,143181581123715082,Gregg2G,"At the moment the higher level tiers of the open world feel a bit bad, because you're getting the same amount of XP but needing to take more time to achieve the same goals.",,feedback-and-bugs
2022-07-27T15:37:15.383000+00:00,227427177300230146,Mx,"Damn 😦 that's terrible news, I'll see if I can pull out a forced controller compatibility by using a 3rd party app",,ask-the-team
2022-07-27T15:36:25.066000+00:00,227427177300230146,Mx,"I'm using a Xiaomi Poco X3 Pro, and yea 30fps stable without touching any settings, I'm quite impressed with the graphics too",Oleksander,feedback-and-bugs
2022-07-27T15:34:57.364000+00:00,463724309299593216,flashyboy82,There is no controller support until the game is released although some of us have been able to use a controller,,ask-the-team
2022-07-27T15:32:04.908000+00:00,227427177300230146,Mx,"Am I allowed to play this game on PC via emulator? Also, does it support xbox controllers? I'm playing it on my phone right now, but the touch controls are a pure pain",,ask-the-team
2022-07-27T15:30:36.888000+00:00,155149108183695360,Dyno,"**FAQS**Q1: __I get a message that says my code was already redeemed?__A: This is likely because you clicked redeem already and it is active on your account. Check by using Question 4 below to testQ2: __My device says it isn't compatible?__A: Keep waiting. Devices are being tested by the developers and compatible devices will be added to #compatible-devices Q3: __Will you support X phone or tablet?__A: Keep an eye on the #compatible-devices list for all future devices.Q4: __My device is in the compatible list, but I can't download yet/ The download button doesn't show up?__A: The developers will need to update the list of devices supported on the play store.**FIX 1**: Open the confirmation email, copy the link at the bottom into chrome and then click install. It will ask what device you want to remote install to.**FIX 2**: Force closing the play store app (device settings> Apps) and then clearing the app storage cache before opening the link can help start the download process. If none of those work for you, you'll have to wait for the play store to update.Q5: __I've lost the app page, and can't find it in the store?__A: If you lose the app page, click this link https://play.google.com/store/apps/details?id=com.ubisoft.the.division.mobile.combat.shooting.open.world.rpgOr you can go back to the original email, it's at the bottomYou can also wishlist the app (click the 2 dots top right) and then you can see it in your wishlist as well.Q6:  __How do I get the agent role/view pins/view message history?__ A: New members should be activated automatically, if you don't get the role please reach out to a moderator or admin. With the role, you will then have the right permissions to view pins and message history.Q7: __When can I actually play this?__A: The launch is set for 3PM CEST, 21st - 28th JulyQ8: __how big is the download?__A: Users have reported approximately 7GB of additional downloads after the initial install. Expect more on ""Day 1""",,ask-the-team
2022-07-27T15:30:35.893000+00:00,227427177300230146,Mx,?SHDFaq,,ask-the-team
2022-07-27T15:26:36.060000+00:00,321012775839072257,Blexdark,same,Ghoul,feedback-and-bugs
2022-07-27T14:57:30.195000+00:00,401536937078423552,Ghoul,"There are some nasty APK out there, watch out what you install !",,feedback-and-bugs
2022-07-27T14:56:49.038000+00:00,260041635868442628,K3nn3H,"cant get it to download on my tablet and other mobile ,was even going to try on an android emulator to see if that would work but cant download APK file to try them out ,only would download on my opp find x5",,feedback-and-bugs
2022-07-27T14:55:38.718000+00:00,401536937078423552,Ghoul,But i wouldnt mind if an official APK get relesed and im willing to sign a document where i take full responsibility to any dameges to my device 😄,,feedback-and-bugs
2022-07-27T14:53:30.971000+00:00,321012775839072257,Blexdark,we ❤️ APK,,feedback-and-bugs
2022-07-27T14:53:10.423000+00:00,401536937078423552,Ghoul,"Dont know, dont care 😄 APK4Life ❤️",,feedback-and-bugs
2022-07-27T14:52:56.315000+00:00,321012775839072257,Blexdark,but the chances of these phones getting added soon are pretty big,,feedback-and-bugs
2022-07-27T14:52:47.331000+00:00,321012775839072257,Blexdark,true,,feedback-and-bugs
2022-07-27T14:52:39.899000+00:00,401536937078423552,Ghoul,"As long as ubi didnt test them themselves, they wont be added to the playstore. Thus they are just doing themselves the favor of being able to play :d",,feedback-and-bugs
2022-07-27T14:51:37.561000+00:00,321012775839072257,Blexdark,the rascals!,,feedback-and-bugs
2022-07-27T14:51:34.259000+00:00,321012775839072257,Blexdark,for free!,,feedback-and-bugs
2022-07-27T14:51:30.133000+00:00,321012775839072257,Blexdark,they're doing ubi's job!,,feedback-and-bugs
2022-07-27T14:51:24.996000+00:00,321012775839072257,Blexdark,:O,,feedback-and-bugs
2022-07-27T14:51:21.345000+00:00,401536937078423552,Ghoul,Raskels!,,feedback-and-bugs
2022-07-27T14:51:18.697000+00:00,401536937078423552,Ghoul,😮,,feedback-and-bugs
2022-07-27T14:51:11.901000+00:00,321012775839072257,Blexdark,Few friends of mine got the game working on their phones without it being on the compatible list,,feedback-and-bugs
2022-07-27T14:48:25.307000+00:00,401536937078423552,Ghoul,Most phones will work properly 😄,,feedback-and-bugs
2022-07-27T14:47:04.006000+00:00,715161429212397568,-DarkSpecter-,I changed everything ye,,general-chat
2022-07-27T14:44:24.528000+00:00,273418729751314434,JohnnyPlays91,"So for example, did you activate force 4x msaa and disable hw-overlays?",-DarkSpecter-,general-chat
2022-07-27T14:43:53.851000+00:00,800456931956752394,Sternitzky,Always a pleasure. 🙂,JohnnyPlays91,general-chat
2022-07-27T14:43:14.387000+00:00,260041635868442628,K3nn3H,Oppo find x5 works nicely as well .,,feedback-and-bugs
2022-07-27T14:41:30.962000+00:00,273418729751314434,JohnnyPlays91,"    thank you two for the tips, both very helpful 🙂 There are a lot more mechanics in this game then meet the eye on a frist glimpse.",gkopou,general-chat
2022-07-27T14:41:03.963000+00:00,321012775839072257,Blexdark,redmi note 10 pro aswell,Gab,feedback-and-bugs
2022-07-27T14:38:23.461000+00:00,715161429212397568,-DarkSpecter-,Pretty much all hardware related ones,,general-chat
2022-07-27T14:37:55.900000+00:00,273418729751314434,JohnnyPlays91,What settings did you change?,-DarkSpecter-,general-chat
2022-07-27T14:37:32.922000+00:00,273418729751314434,JohnnyPlays91,"I am excited indeed, didnt got to try out all the specialisations yet.Just got a call from Ubisoft because of the interviews - are we allowed to talk about these here or are they under a special NDA?",Frays,general-chat
2022-07-27T14:36:35.340000+00:00,973695498038935552,Gab,"Noted, thank you! 😄",Oleksander,feedback-and-bugs
2022-07-27T14:22:58.034000+00:00,569868072094007306,Oleksander,"Hi, I just want to tell you that Xiaomi Poco X3 Pro isn't in the list but it's compatible, It runs smoothly at 30 fps",Gab,feedback-and-bugs
2022-07-27T14:14:17.061000+00:00,260041635868442628,K3nn3H,invert controls dont work when using phone screen or joypad,,feedback-and-bugs
2022-07-27T14:12:29.960000+00:00,321012775839072257,Blexdark,jokes on you i have both!,Frays,general-chat
2022-07-27T14:02:32.297000+00:00,652604052873412609,PorterEva,it's the bullet king. litearlly a beast of consistent DPS and no cooldown time.,,feedback-and-bugs
2022-07-27T14:02:00.647000+00:00,463724309299593216,flashyboy82,Yes that's the way it's meant to be just like division 2 version. Also refills when shots are consistently landed,Garrozh,general-chat
2022-07-27T14:00:34.117000+00:00,652604052873412609,PorterEva,Water is Life Heroic boss weakpoint destruction got me like: ***AGENT LIFE SIGNS: ZERO***,,general-chat
2022-07-27T13:59:11.015000+00:00,247041500699951104,Garrozh,"with the spec tactical link, it cleans the map very fast...or is it like that with all the weapons?",,general-chat
2022-07-27T13:58:32.380000+00:00,247041500699951104,Garrozh,lol,,general-chat
2022-07-27T13:57:21.180000+00:00,463724309299593216,flashyboy82,It's theexotic perk. In div 2 it doesn't do great dps but great for CC builds,,feedback-and-bugs
2022-07-27T13:56:24.177000+00:00,463724309299593216,flashyboy82,The bullet King holds 1000 rounds in division 2 and the same as this game if you land your shots it doesn't lose ammunition,,feedback-and-bugs
2022-07-27T13:55:44.665000+00:00,401536937078423552,Ghoul,Only 1000?,,general-chat
2022-07-27T13:54:14.142000+00:00,247041500699951104,Garrozh,"Bullet king with 1000 bullets, is it ok?",,general-chat
2022-07-27T13:49:00.966000+00:00,510888077863026708,SQ,I guess it really hold 1000 rounds,Garrozh,feedback-and-bugs
2022-07-27T13:30:57.284000+00:00,247041500699951104,Garrozh,"Ingame char name: GarrozhDevice: Xiaomi Poco F3Issue: Bullet King (insane ammunition capacity)issuetyp: Gameplay Description: I got this gun that does not need reloading, raised to level 30, I have continuous shots of 1000 bullets, a bit exaggerated I think.Excepted result: is this a mistake or does it really hold 1000 rounds without reloading?Reproducing steps: ???",,feedback-and-bugs
2022-07-27T13:22:09.060000+00:00,652604052873412609,PorterEva,and i want to ditch it asap,,general-chat
2022-07-27T13:22:01.571000+00:00,652604052873412609,PorterEva,lol the only china phone i care about is the huawei,,general-chat
2022-07-27T13:21:44.908000+00:00,992843438988996748,Frays,oh nvm I think that it's redmi,,general-chat
2022-07-27T13:21:32.947000+00:00,992843438988996748,Frays,isn't realme a Xiaomi brand? Haven't had an Android phone in years,,general-chat
2022-07-27T13:21:04.341000+00:00,652604052873412609,PorterEva,which is almost useless as you run android and mobile games don't support keyboard inputs,,general-chat
2022-07-27T13:20:23.834000+00:00,652604052873412609,PorterEva,it's probably one of those funky tablets that have a dock for a keyboard,,general-chat
2022-07-27T13:18:13.458000+00:00,573033990274154498,XEON DARK,,TheCrusader,general-chat
2022-07-27T13:06:00.089000+00:00,548188840800550914,TheCrusader,That sounds like a PC mate,XEON DARK,general-chat
2022-07-27T13:05:03.218000+00:00,276798056702279680,jamwa,Hopefully,Olli,general-chat
2022-07-27T12:55:55.126000+00:00,973695498038935552,Gab,Thanks for the feedback.,TheCrusader,feedback-and-bugs
2022-07-27T12:54:40.188000+00:00,548188840800550914,TheCrusader,"Ingame character name (Agentlewis)Device information Oppo X3 neo Issue (Attachments on exotic weppons )Issue type (Gameplay / UI)Description (I upgraded attachments on my bullet king and I have a second one but the attachment level doesn't carry over to each exotic and I wish for that to change so if I upgrad one exotics attachments, when I acquire a new one the attachment level will be the same as my old one and will keep leveling up both attachments even if I only upgrade one, basically shared leveling)Result (One bullet king attachments was upgraded and the other wasn't even tho the attachments can't be taken off)Expected result (Sync up attachment leveling on exotic )Steps to reproduce (Upgrade exotic attachment, of one gun when I have two exact same and level of both doesn't change only the gun I upgraded even tho attachments are exactly same and can't be taken off)",,feedback-and-bugs
2022-07-27T12:43:11.983000+00:00,992843438988996748,Frays,Hi!,,general-chat
2022-07-27T12:42:27.143000+00:00,463748835592634388,SAGE | PRABHAV,Hello,,general-chat
2022-07-27T12:26:16.262000+00:00,591261601752023041,Olli,are you automatically included in future tests once you have a code?,,general-chat
2022-07-27T12:06:30.954000+00:00,992843438988996748,Frays,"No worries, it's always a pleasure to help!",,general-chat
2022-07-27T12:06:18.315000+00:00,573033990274154498,XEON DARK,Thanks bro for information ☺️,Frays,general-chat
2022-07-27T12:04:58.449000+00:00,992843438988996748,Frays,"I'm afraid that there's nothing you can do except wait for future tests, sorry 😦",,general-chat
2022-07-27T12:04:19.212000+00:00,573033990274154498,XEON DARK,Any fixes that I can try?,Frays,general-chat
2022-07-27T12:03:33.942000+00:00,573033990274154498,XEON DARK,https://tenor.com/view/sad-cry-crying-tears-broken-gif-15062040,Frays,general-chat
2022-07-27T12:02:00.037000+00:00,992843438988996748,Frays,"Then I'm afraid that your phone isn't compatible as of now, and that you will need to wait future tests, sorry!",,general-chat
2022-07-27T12:01:25.727000+00:00,573033990274154498,XEON DARK,Realme 8,,general-chat
2022-07-27T12:01:15.494000+00:00,992843438988996748,Frays,What phone do you have?,,general-chat
2022-07-27T12:00:52.129000+00:00,573033990274154498,XEON DARK,"I got 8 GB , 128GB phone with Helios G95",,general-chat
2022-07-27T12:00:21.444000+00:00,573033990274154498,XEON DARK,,Frays,general-chat
2022-07-27T11:58:52.385000+00:00,992843438988996748,Frays,what's up?,XEON DARK,general-chat
2022-07-27T11:57:59.562000+00:00,573033990274154498,XEON DARK,Guys i need help with game installation,,general-chat
2022-07-27T11:57:43.574000+00:00,573033990274154498,XEON DARK,Hi,,general-chat
2022-07-27T11:56:58.985000+00:00,290559772841869314,Kaspars GER,Alright,,general-chat
2022-07-27T11:56:40.167000+00:00,992843438988996748,Frays,"If your device is shown as incompatible then the model you have was probably different from the model used to test the game and create this list, sorry",,general-chat
2022-07-27T11:55:32.613000+00:00,290559772841869314,Kaspars GER,Isn't the s21 supported?,,general-chat
2022-07-27T11:53:53.217000+00:00,992843438988996748,Frays,https://play.google.com/store/apps/details?id=com.ubisoft.the.division.mobile.combat.shooting.open.world.rpg,Kaspars GER,general-chat
2022-07-27T11:53:09.065000+00:00,290559772841869314,Kaspars GER,Where can I download the game? It won't show up in play store?,,general-chat
2022-07-27T11:50:17.587000+00:00,155149108183695360,Dyno,"Ingame character name (please specify)Device informationIssue (Can you say in as few words as possible what happened that you think is wrong)Issue type (Is it an issue with the gameplay, UI, menu, visual, auditory or the environment)Description (What exactly is the issue at hand, can you describe in detail what the bug is or what it does/causes the game to do)Result (What happened that should not have happened)Expected result (What, if anything, should whatever you did to experience the bug have done normally)Steps to reproduce (Describe in as much detail as you can, with anything that you think is relevant, what exactly you did that caused this issue, so that it can be reproduced, confirmed by staff in cross-referenced to other reports and fixed)",,feedback-and-bugs
2022-07-27T11:50:17.387000+00:00,992843438988996748,Frays,?SHDbug,,feedback-and-bugs
2022-07-27T11:50:03.697000+00:00,992843438988996748,Frays,"Hey, could you fill out this form please?",TheCrusader,feedback-and-bugs
