发文时间,发布者id,发布者名字,内容信息,被提及人,频道
2022-07-29T18:54:41.668000+00:00,973695498038935552,Gab,?SHDBUG,,feedback-and-bugs
2022-07-29T18:54:37.869000+00:00,973695498038935552,Gab,Please add your device information in the bug report. Thank you.,PorterEva,feedback-and-bugs
2022-07-29T18:53:21.360000+00:00,800456931956752394,Sternitzky,"This is straight-up upsetting, Sir. You have my sympathy.",Kaleb26,feedback-and-bugs
2022-07-29T18:53:12.688000+00:00,652604052873412609,PorterEva,as a form of potato preset,,feedback-and-bugs
2022-07-29T18:52:54.700000+00:00,652604052873412609,PorterEva,"My last feedback for this game: I see some effects and Graphical fidelity that can be disabled or at the very least reduced for launch. if that's possible, that would be really great",,feedback-and-bugs
2022-07-29T18:50:53.152000+00:00,652604052873412609,PorterEva,you haunt him and one day he'll throw a chrismas tree at you 😆,,feedback-and-bugs
2022-07-29T18:49:56.181000+00:00,401536937078423552,Ghoul,But I will always make time to haunt battlebot 👿,,feedback-and-bugs
2022-07-29T18:49:27.405000+00:00,401536937078423552,Ghoul,But I had a busy day at work unfortunatly so little less time to chat.,,feedback-and-bugs
2022-07-29T18:48:53.011000+00:00,401536937078423552,Ghoul,Well you havent been the most talkative as well Gab 😂,,feedback-and-bugs
2022-07-29T18:47:21.230000+00:00,401536937078423552,Ghoul,Ola,,general-chat
2022-07-29T18:44:03.848000+00:00,800456931956752394,Sternitzky,Competition is high and normal nowadays. Times where people had only pubs are long gone. But people had the choice to choose from plentiful of them.,,feedback-and-bugs
2022-07-29T18:39:23.017000+00:00,615969175864868877,Riggy Gaming,Also the servers are closing soon 😅,,feedback-and-bugs
2022-07-29T18:36:49.498000+00:00,652604052873412609,PorterEva,it's been an entire week since the servers opened. at this point it's normal that things get more quiet than usual,,feedback-and-bugs
2022-07-29T18:35:51.054000+00:00,652604052873412609,PorterEva,they all probably busy grinding in Resurgence,,feedback-and-bugs
2022-07-29T18:35:06.100000+00:00,973695498038935552,Gab,What a quiet day,,feedback-and-bugs
2022-07-29T18:34:26.360000+00:00,973695498038935552,Gab, ,,feedback-and-bugs
2022-07-29T18:15:30.115000+00:00,164142515568508928,Novacaine,https://tenor.com/view/nervous-smile-heh-gif-24170482,,ask-the-team
2022-07-29T18:14:14.516000+00:00,620231365199265793,battlebot579,"Also, the game lets you see other players, so maybe the bags are struggling because of the amount of people using said server",Sternitzky,feedback-and-bugs
2022-07-29T18:13:03.560000+00:00,520265682709905429,Kaleb26,With a towel in between the two of course,,feedback-and-bugs
2022-07-29T18:12:51.278000+00:00,620231365199265793,battlebot579,"Next alpha, I speculate will be (around) this time next month if I was to guessAs for the compatibility, they will get to what they get to, so just hold out hope :))",Novacaine,ask-the-team
2022-07-29T18:11:59.108000+00:00,520265682709905429,Kaleb26,I put an ice pack in the back of my phone and it works for like 15-20 lol,dangerous614,feedback-and-bugs
2022-07-29T18:11:52.071000+00:00,970689720210325574,Klancy,"We don't have any info on that, but we will let you all know through our social media any news, so be sure to follow us 😉",Novacaine,ask-the-team
2022-07-29T17:58:04.147000+00:00,164142515568508928,Novacaine,"Any news on when the next alpha will be, or if they've fixed the issues with exynos processors?",,ask-the-team
2022-07-29T17:48:24.171000+00:00,652604052873412609,PorterEva,hello,,general-chat
2022-07-29T17:42:10.891000+00:00,508010720521093153,Robgee,Good evening all,,general-chat
2022-07-29T15:00:21.223000+00:00,800456931956752394,Sternitzky,"Interesting. I have the same smartphone model. And I had overheating only with Ultra preset graphics. Even then I was still able to play for about two hours after it crashed. With High settings it even stopped overheating, though on a hot level.",dangerous614,feedback-and-bugs
2022-07-29T14:54:33.657000+00:00,800456931956752394,Sternitzky,"I stumbled across these prompts sometimes too. But had mostly no problems looting, probably because I played deep at night, when less gamers were playing. I guess it's some sort of cooldown, badgering gamers during peak times on servers like it is the case in MMOs.",D3LT4_Moody,feedback-and-bugs
2022-07-29T14:10:58.722000+00:00,302549133695385600,TheNakedRaider,Thank you,flashyboy82,other-division-games
2022-07-29T14:10:46.952000+00:00,463724309299593216,flashyboy82,I've dmed you the YouTube vid I used m8,,other-division-games
2022-07-29T14:10:03.074000+00:00,302549133695385600,TheNakedRaider,"Apparently you can one shot the ""fakes"" if you're fast enough",,other-division-games
2022-07-29T14:09:34.569000+00:00,302549133695385600,TheNakedRaider,That's the one,,other-division-games
2022-07-29T14:09:19.970000+00:00,463724309299593216,flashyboy82,Ah it's the one you need to go the graves and do the statue emote to activate I googled it lol,,other-division-games
2022-07-29T14:08:25.114000+00:00,463724309299593216,flashyboy82,Yeah if I remember correctly there's 3 locations close to the monument you need to be real quick getting to them you take 1 shot at each 3 locations hunter ( they literally appear and disappear instantly) then go back to the basement flip the switch go back up and then the real hunter appears. I actually had a mate do them with me so we could be at more than 1 location at the same time while the other ran back to the monument to start the real fight,,other-division-games
2022-07-29T14:05:07.866000+00:00,302549133695385600,TheNakedRaider,It activates 2 hunters. I've already got the Specter mask. Now I need the Ghost mask.,,other-division-games
2022-07-29T14:04:40.695000+00:00,302549133695385600,TheNakedRaider,Yes,flashyboy82,other-division-games
2022-07-29T14:01:30.133000+00:00,463724309299593216,flashyboy82,Is that the one you've got to go round 3 spots where they appear for a second then vanish then go back to the monument and flip the switch below for the real hunter to appear,TheNakedRaider,other-division-games
2022-07-29T14:00:30.627000+00:00,463724309299593216,flashyboy82,Could have been a bit more helpful than that,,other-division-games
2022-07-29T13:43:23.810000+00:00,321012775839072257,Blexdark,exactly!,PorterEva,other-division-games
2022-07-29T13:43:09.585000+00:00,321012775839072257,Blexdark,💀,,other-division-games
2022-07-29T13:42:10.286000+00:00,302549133695385600,TheNakedRaider,If you're not going to be helpful don't bother,Blexdark,other-division-games
2022-07-29T13:41:55.134000+00:00,652604052873412609,PorterEva,can't mess up if you're not even attempting. good thinking!,,other-division-games
2022-07-29T13:41:20.077000+00:00,321012775839072257,Blexdark,"you still play the game, thats what",TheNakedRaider,other-division-games
2022-07-29T13:34:24.865000+00:00,218729831850967041,Henrad,"You're right we can't use sniper with a shield on div 2 but I was talking when you put a sniper scope on a AR or a rifle, we could used the shield and the AR without having the view of the sniper scope. And in this game there is the same problem when using a sniper with a shield",,feedback-and-bugs
2022-07-29T13:33:53.202000+00:00,302549133695385600,TheNakedRaider,"So i'm trying to clear all the hunters in Div 2 but i'm stuck on one. Ghost. Appears near the washington monument after 9pm, *but* literally the second I pull up my gun it disappears. Don't even have time to get the crosshairs on it and he's gone. I've tried sneaking up from behind and everything. Nothing seems to work. What am I doing wrong?",,other-division-games
2022-07-29T13:15:19.414000+00:00,620231365199265793,battlebot579,"You cant use a shield with a sniper in div 2, so hopefully the devs stop shields from being used with snipers",Henrad,feedback-and-bugs
2022-07-29T12:40:21.013000+00:00,218729831850967041,Henrad,I was wondering. Is it normal that we are not scoping with a sniper when we are using the shield ? Because I remembered that on div 2 they had the exact same problem and they fixed it,,feedback-and-bugs
2022-07-29T11:30:49.468000+00:00,615969175864868877,Riggy Gaming,🤣,,general-chat
2022-07-29T11:05:42.543000+00:00,256950551671996416,D3LT4_Moody,lol XD,Ghoul,general-chat
2022-07-29T10:55:55.892000+00:00,620231365199265793,battlebot579,😂,D3LT4_Moody,general-chat
2022-07-29T10:50:16.311000+00:00,401536937078423552,Ghoul,Everyone else in here is comfortable though 😛,D3LT4_Moody,general-chat
2022-07-29T10:39:33.107000+00:00,256950551671996416,D3LT4_Moody,and their second name shall be Community-Volunteer,,general-chat
2022-07-29T10:39:07.292000+00:00,256950551671996416,D3LT4_Moody,i will name my first child Battlebot in your honor,,general-chat
2022-07-29T10:38:51.423000+00:00,256950551671996416,D3LT4_Moody,i dont feel comfortable just letting you be forgoten.,,general-chat
2022-07-29T10:35:46.505000+00:00,640552808864546828,LukeD,rest in pepperoni,,general-chat
2022-07-29T10:35:34.363000+00:00,256950551671996416,D3LT4_Moody,rip in peace #alwaysforget,,general-chat
2022-07-29T10:34:10.129000+00:00,401536937078423552,Ghoul,Yes 😄,,general-chat
2022-07-29T10:33:47.361000+00:00,401536937078423552,Ghoul,https://tenor.com/view/fingers-crossed-hoping-i-wish-gif-15067156,,general-chat
2022-07-29T10:33:31.364000+00:00,620231365199265793,battlebot579,You hope,Ghoul,general-chat
2022-07-29T10:33:30.252000+00:00,615969175864868877,Riggy Gaming,🤣,,general-chat
2022-07-29T10:33:19.631000+00:00,401536937078423552,Ghoul,They will forget 😄,battlebot579,general-chat
2022-07-29T10:33:00.884000+00:00,615969175864868877,Riggy Gaming,Lol,,general-chat
2022-07-29T10:32:56.968000+00:00,401536937078423552,Ghoul,I surely hope not!,Riggy Gaming,general-chat
2022-07-29T10:32:43.869000+00:00,615969175864868877,Riggy Gaming,He shall be forever embedded into the history of this game,,general-chat
2022-07-29T10:32:30.070000+00:00,620231365199265793,battlebot579,dun dun dun,,general-chat
2022-07-29T10:32:21.881000+00:00,615969175864868877,Riggy Gaming,🤣,,general-chat
2022-07-29T10:32:16.826000+00:00,620231365199265793,battlebot579,"But thats the thing, what if it doesn't 😂",Ghoul,general-chat
2022-07-29T10:31:56.763000+00:00,401536937078423552,Ghoul,"He isnt that memorable, i think when this discord closes he will instantly be forgotten by the devs",,general-chat
2022-07-29T10:30:08.030000+00:00,256950551671996416,D3LT4_Moody,"nah sorry,no mention of any specific people...but im sure you are forever in their hearts ❤️ 😉 🙃",,general-chat
2022-07-29T10:25:24.111000+00:00,620231365199265793,battlebot579,"I was just wondering, since the devs who joined here immediately recognised me (presumably due to the fact that the games official twitter retweeted me 😂)",D3LT4_Moody,general-chat
2022-07-29T10:22:13.980000+00:00,256950551671996416,D3LT4_Moody,#petthecat,,general-chat
2022-07-29T10:22:02.088000+00:00,256950551671996416,D3LT4_Moody,"i did mention the dog and that we all love petting the doggos, but i talked more about the cat ^^",LukeD,general-chat
2022-07-29T10:21:22.769000+00:00,256950551671996416,D3LT4_Moody,"and sorry   , no mention of you 😦",battlebot579,general-chat
2022-07-29T10:20:59.942000+00:00,256950551671996416,D3LT4_Moody,"i didnt mention the beard, since it would have been too overpowering",,general-chat
2022-07-29T10:20:51.009000+00:00,640552808864546828,LukeD,We need to #PetTheDog,,general-chat
2022-07-29T10:20:41.988000+00:00,640552808864546828,LukeD,Did you ask about the dog?,,general-chat
2022-07-29T10:19:56.710000+00:00,256950551671996416,D3LT4_Moody,"nah,",,general-chat
2022-07-29T10:16:41.182000+00:00,620231365199265793,battlebot579,James hunter give beardbattle hunter give axe,,general-chat
2022-07-29T10:14:52.750000+00:00,620231365199265793,battlebot579,and any mentions of me by them? At least one of the team members that joined here recognised me immidiately,,general-chat
2022-07-29T10:10:30.840000+00:00,620231365199265793,battlebot579,what about James' beard tho?,,general-chat
2022-07-29T10:10:12.345000+00:00,620231365199265793,battlebot579,😂,D3LT4_Moody,general-chat
2022-07-29T10:03:47.984000+00:00,992843438988996748,Frays,deal,xelA,general-chat
2022-07-29T10:00:33.532000+00:00,640552808864546828,LukeD,You know the dog food is good when as a human your mouth starts to water whilst you feed your dog,,general-chat
2022-07-29T09:59:55.064000+00:00,256950551671996416,D3LT4_Moody,And 1000% better then what I usually eat ^^,,general-chat
2022-07-29T09:59:41.269000+00:00,256950551671996416,D3LT4_Moody,That sounds damn tasty,,general-chat
2022-07-29T09:59:21.384000+00:00,256950551671996416,D3LT4_Moody,Where can I apply to become your dog? XD,LukeD,general-chat
2022-07-29T09:59:19.561000+00:00,640552808864546828,LukeD,"If the world ever does go into a total apocalypse and we have to survive off dog food, we'll be eating like kings",,general-chat
2022-07-29T09:58:49.785000+00:00,640552808864546828,LukeD,"Like the other day he had a lamb hotpot with potatoe and green beans in dog food form. And no word of a lie, it smelt exactly like a roast dinner would if you left it to go cold",,general-chat
2022-07-29T09:58:15.342000+00:00,728308261362728970,Cloud ☁,Grub,,general-chat
2022-07-29T09:58:11.565000+00:00,728308261362728970,Cloud ☁,High quality,,general-chat
2022-07-29T09:58:09.316000+00:00,728308261362728970,Cloud ☁,Fax,,general-chat
2022-07-29T09:58:01.772000+00:00,640552808864546828,LukeD,honestly the dog food we get is better than some of the stuff we buy for ourselves,,general-chat
2022-07-29T09:58:01.411000+00:00,728308261362728970,Cloud ☁,I must,,general-chat
2022-07-29T09:57:40.385000+00:00,640552808864546828,LukeD,You haven't tried my dog food,,general-chat
2022-07-29T09:57:32.977000+00:00,728308261362728970,Cloud ☁,I prefer cat food,,general-chat
2022-07-29T09:57:30.216000+00:00,728308261362728970,Cloud ☁,Some people like dog food,,general-chat
2022-07-29T09:57:22.759000+00:00,728308261362728970,Cloud ☁,😂,,general-chat
2022-07-29T09:57:21.594000+00:00,728308261362728970,Cloud ☁,But ok,,general-chat
2022-07-29T09:57:19.786000+00:00,728308261362728970,Cloud ☁,It tastes like dog food,,general-chat
2022-07-29T09:57:09.340000+00:00,640552808864546828,LukeD,The McPlant is so much nicer,Cloud ☁,general-chat
2022-07-29T09:56:49.077000+00:00,728308261362728970,Cloud ☁,I would say cook the chicken and trade it for some veggie dippers from mcdonalds,LukeD,general-chat
2022-07-29T09:55:01.734000+00:00,321012775839072257,Blexdark,a first person ubisoft game with people camping in corners in the DZ,,general-chat
2022-07-29T09:54:47.187000+00:00,321012775839072257,Blexdark,tho*,,general-chat
2022-07-29T09:54:45.345000+00:00,321012775839072257,Blexdark,it could be funny af thi,,general-chat
2022-07-29T09:54:22.571000+00:00,256950551671996416,D3LT4_Moody,It would be an absolutebtrainwreck xD,Blexdark,general-chat
2022-07-29T09:54:15.615000+00:00,321012775839072257,Blexdark,why,LukeD,general-chat
2022-07-29T09:54:05.592000+00:00,256950551671996416,D3LT4_Moody,It's alive 🙌,LukeD,general-chat
2022-07-29T09:52:48.756000+00:00,321012775839072257,Blexdark,imagine if activision worked on this game,,general-chat
2022-07-29T09:52:25.684000+00:00,640552808864546828,LukeD,I am back,,general-chat
2022-07-29T09:52:21.872000+00:00,640552808864546828,LukeD,I have the internets,,general-chat
2022-07-29T09:50:36.167000+00:00,615969175864868877,Riggy Gaming,Lol,D3LT4_Moody,general-chat
2022-07-29T09:48:29.117000+00:00,256950551671996416,D3LT4_Moody,Seems like a fair trade 🤔 👍,xelA,general-chat
2022-07-29T09:48:00.789000+00:00,256950551671996416,D3LT4_Moody,I was asked specifically about our fascination with the cat xD,Ghoul,general-chat
2022-07-29T09:47:46.493000+00:00,493814346598711296,xelA,"I have tomatos in my basement, if you want we can trade 2 chickens for 8 tomatos",Frays,general-chat
2022-07-29T09:47:44.525000+00:00,620231365199265793,battlebot579,"there is at least 2 mobile studios, so that would make sense yeah",D3LT4_Moody,ask-the-team
2022-07-29T09:46:00.242000+00:00,256950551671996416,D3LT4_Moody,Or you need help from the internet 😉😆,LukeD,general-chat
2022-07-29T09:45:03.847000+00:00,256950551671996416,D3LT4_Moody,In the interview I was told that there are multiple studios working on the game :),battlebot579,ask-the-team
2022-07-29T09:08:17.234000+00:00,652604052873412609,PorterEva,it uses the Dark Zone looting rules,,feedback-and-bugs
2022-07-29T09:07:28.782000+00:00,379941526589145088,lolo-_-guitarra,"I hope. The open world has other rules. In the other division you are in a team, when one pick up, all the team see the loot.  Now I pick up two bags. Other  possible ""bug"" is that the bag loses its light when you get close",,feedback-and-bugs
2022-07-29T09:02:43.056000+00:00,510888077863026708,SQ,I guess they will optimize the wording in the future,,feedback-and-bugs
2022-07-29T09:02:28.232000+00:00,510888077863026708,SQ,"yeh when someone else try to loot those two bags, they will have the same prompt",,feedback-and-bugs
2022-07-29T09:01:18.745000+00:00,379941526589145088,lolo-_-guitarra,No respawn the loot,,feedback-and-bugs
2022-07-29T09:01:06.266000+00:00,379941526589145088,lolo-_-guitarra,I've only be able to pick up two bag in the whole map.,,feedback-and-bugs
2022-07-29T09:00:47.282000+00:00,510888077863026708,SQ,Yeh that happend when another player have already picked up the items in the bag,,feedback-and-bugs
2022-07-29T08:57:46.936000+00:00,379941526589145088,lolo-_-guitarra,"Ingame character name: lologuitarraDevice information: Pocophone F2 ProIssue: When I find a bag in the world but it wont let you pick it up say ""You cannot interact with this object anymore""Issue type: gameplayDescription: Trying to pick up lootResult: The message  ""You cannot interact with this object anymore""Expected result: Loot. I've only be able to pick up two bag in the whole mapSteps to reproduce: Go to a bag. There is some in the north street from NYC Base of Operations",,feedback-and-bugs
2022-07-29T08:40:48.128000+00:00,463724309299593216,flashyboy82,Yeah I know one for the CMs in the Newcastle office. They think highly of ubisoft especially the way they treat their employees. Seems a gr8 place to work,,ask-the-team
2022-07-29T08:28:07.288000+00:00,615969175864868877,Riggy Gaming,🤣,,general-chat
2022-07-29T08:25:54.394000+00:00,652604052873412609,PorterEva,https://tenor.com/view/death-stranding-hideo-kojima-kojipro-kojima-productions-bike-gif-24378387,,general-chat
2022-07-29T08:25:52.178000+00:00,640552808864546828,LukeD,Maybe I need help not the internet 😃,,general-chat
2022-07-29T08:25:33.627000+00:00,640552808864546828,LukeD,Honestly I think we both might be mental at this point in the conversation lol,,general-chat
2022-07-29T08:24:15.777000+00:00,640552808864546828,LukeD,WiFi chickens lay packets not eggs. Silly frays,Frays,general-chat
2022-07-29T08:22:09.599000+00:00,992843438988996748,Frays,or use it so the chicken lays eggs,,general-chat
2022-07-29T08:22:02.591000+00:00,992843438988996748,Frays,you could trade the chicken for plant based food I guess,,general-chat
2022-07-29T08:21:52.656000+00:00,992843438988996748,Frays,mmmh,,general-chat
2022-07-29T08:20:57.930000+00:00,640552808864546828,LukeD,Have we got a vegetarian friendly alternative instead? Lmao,Frays,general-chat
2022-07-29T08:20:30.794000+00:00,992843438988996748,Frays,"One solution, eat the chicken",LukeD,general-chat
2022-07-29T08:20:14.532000+00:00,640552808864546828,LukeD,Hi danju :D,danju92,general-chat
2022-07-29T08:20:03.549000+00:00,640552808864546828,LukeD,"I did, it did not work. Now I have a rogue chicken. Halp",Frays,general-chat
2022-07-29T08:19:23.839000+00:00,915624687919304854,danju92,Hi Luke 😄,LukeD,general-chat
2022-07-29T08:19:09.703000+00:00,992843438988996748,Frays,Did you upgrade your pigeon into a chicken to download stuff faster today?,LukeD,general-chat
2022-07-29T08:18:41.682000+00:00,640552808864546828,LukeD,"Good morning agents, welcome to day 2 of me having no internet. How is everyone? 😃",,general-chat
2022-07-29T08:15:44.694000+00:00,620231365199265793,battlebot579,"Reflections is in newcastle, and there is a studio in Leamington spa and ubisoft have an acquired studio in London",,ask-the-team
2022-07-29T08:14:22.050000+00:00,620231365199265793,battlebot579,Theres also a barcelona mobile studio,,ask-the-team
2022-07-29T08:14:08.882000+00:00,652604052873412609,PorterEva,if graphics can be downgraded more. that can be useful for people just wanting to play,D3LT4_Moody,general-chat
2022-07-29T08:12:47.885000+00:00,652604052873412609,PorterEva,i think i also saw them on the TD2 intro,,ask-the-team
2022-07-29T08:11:58.134000+00:00,620231365199265793,battlebot579,ReflectionsThe also worked on TD1,,ask-the-team
2022-07-29T08:11:30.936000+00:00,620231365199265793,battlebot579,"It might be ubisoft Paris mobile, but I dont know",PorterEva,ask-the-team
2022-07-29T08:10:15.937000+00:00,620231365199265793,battlebot579,or for sure if they are only at 1 studio,,ask-the-team
2022-07-29T08:10:05.007000+00:00,620231365199265793,battlebot579,I dont know what it is,,ask-the-team
2022-07-29T08:10:00.131000+00:00,620231365199265793,battlebot579,they prob do,,ask-the-team
2022-07-29T08:09:53.101000+00:00,652604052873412609,PorterEva,shame they don't have a studio name,,ask-the-team
2022-07-29T08:09:36.633000+00:00,652604052873412609,PorterEva,they're pretty talented to have a Alpha that isn't a damn mess,,ask-the-team
2022-07-29T08:09:20.712000+00:00,620231365199265793,battlebot579,I want to say the UK studio is revalations,,ask-the-team
2022-07-29T08:08:58.513000+00:00,620231365199265793,battlebot579,"Massive and red storm are studio names, I think the studio in france has a name but idk what it is called",PorterEva,ask-the-team
2022-07-29T08:08:06.143000+00:00,401536937078423552,Ghoul,Pet the cat!,D3LT4_Moody,general-chat
2022-07-29T07:55:08.587000+00:00,463724309299593216,flashyboy82,I go on after you Moody mines in 2 hrs,,general-chat
2022-07-29T07:53:58.542000+00:00,548188840800550914,TheCrusader,"NGL at the end of water is life mission, great water animation, best I have ever seen",,general-chat
2022-07-29T07:51:09.778000+00:00,256950551671996416,D3LT4_Moody,Thank you 😊,danju92,general-chat
2022-07-29T07:50:46.585000+00:00,915624687919304854,danju92,Good luck 😄,D3LT4_Moody,general-chat
2022-07-29T07:50:45.544000+00:00,256950551671996416,D3LT4_Moody,"Already looking forward to the next test, fingers crossed 🤞 they invite me again 😀",Jord,general-chat
2022-07-29T07:47:34.214000+00:00,256950551671996416,D3LT4_Moody,"If anyone wants me to mention something in the interview, nows the chance to tell me... My nervous ass is about to head in 🙃",,general-chat
2022-07-29T07:44:07.505000+00:00,652604052873412609,PorterEva,and the Resurgence team doesn't have a name other than **The Division Resurgence Team**?,,ask-the-team
2022-07-29T07:43:12.960000+00:00,620231365199265793,battlebot579,"The main 2 division games were made by Massive, but they got red storm in at the tail end of div 1 and they managed to get it just about rightMassive are working with Bucharest and Shanghai to make the div 2 contentRed storm are now making heartlandResurgence is being made by a team who seem to revolve around head office in France, as rather than division developers, we have mobile game developers who are well versed in the division",flashyboy82,ask-the-team
2022-07-29T07:40:09.879000+00:00,620231365199265793,battlebot579,It will not carry over between alphas,Jord,ask-the-team
2022-07-29T07:16:05.535000+00:00,463724309299593216,flashyboy82,"This game has so much real potential that's for sure. Would pave the way forward for looters shooters on mobile, away from battle royales if its done right and maintained for the long run",,ask-the-team
2022-07-29T07:14:37.991000+00:00,463724309299593216,flashyboy82,"Div1 it was when they brought in another studio that the game made major improvements, I know this game it is a small team who have specialists on the mobile game industry involved. Would be really good to know which titles their team have previously worked on",,ask-the-team
2022-07-29T07:13:37.157000+00:00,160521135363063809,Jord,They make great games but bug fixing isnt their forte,,ask-the-team
2022-07-29T07:12:56.709000+00:00,160521135363063809,Jord,[Cough] its ubisoft [cough],,ask-the-team
2022-07-29T07:11:47.673000+00:00,463724309299593216,flashyboy82,But hey div2 still has major flaws lol plus it took them nearly 2 years on div1 to get that game right as well 🤣🤣🤣 holding out hope this dev team can learn from the originals mistakes lol,,ask-the-team
2022-07-29T07:10:54.387000+00:00,160521135363063809,Jord,Getting feedback from non comp devices too ive noticed is being taken So tgats always good,,ask-the-team
2022-07-29T07:10:28.328000+00:00,463724309299593216,flashyboy82,For a taster its not the worst but it has a long way to go for sure,,ask-the-team
2022-07-29T07:10:06.903000+00:00,463724309299593216,flashyboy82,This test phase won't be where they are with the game at the moment this is the basic test to see how the feel of it is. The next phases will be ready to have optimisation done from our feedbacks.,,ask-the-team
2022-07-29T07:09:50.458000+00:00,257667780680089600,gkopou,🤣 yep. Just a couple... hundreds minor changes and it will be decent,,ask-the-team
2022-07-29T07:08:51.231000+00:00,160521135363063809,Jord,Games not that bad 😅,,ask-the-team
2022-07-29T07:08:22.348000+00:00,257667780680089600,gkopou,"The current state of the game is rubbish, if they want to make something good, they will have to make a clean start after all the bug reports. It's up to them if they want something good...",,ask-the-team
2022-07-29T07:06:05.275000+00:00,160521135363063809,Jord,Without all the tutorial rubbish slowing you down at the restart,,ask-the-team
2022-07-29T07:06:01.514000+00:00,463724309299593216,flashyboy82,Most players will stay on their mains and start optimising new gear if there is any added and testing out new modes or missions,,ask-the-team
2022-07-29T07:05:40.131000+00:00,160521135363063809,Jord,Yeah im sure they will Experience the game again,flashyboy82,ask-the-team
2022-07-29T07:05:07.428000+00:00,463724309299593216,flashyboy82,You're very optimistic,,ask-the-team
2022-07-29T07:04:54.168000+00:00,463724309299593216,flashyboy82,And everyone's going to do that hmmmm,,ask-the-team
2022-07-29T07:04:39.177000+00:00,160521135363063809,Jord,Like i said You can make new characters,,ask-the-team
2022-07-29T07:04:15.404000+00:00,463724309299593216,flashyboy82,How is it fair on a newbie being paired up with lvll 20+ chars on missions. They wouldn't be able to shoot anything if the missions scale to the other players lol. Exactly the same as when high level chars would carry folk through the story missions on hard to get them to end game faster. You just had to hide and let the op levelled players speed run for your xp,,ask-the-team
2022-07-29T07:02:24.956000+00:00,463724309299593216,flashyboy82,"That's if we are going to be involved in the next ones, they haven't said we definitely will be",,ask-the-team
2022-07-29T07:02:22.972000+00:00,160521135363063809,Jord,Why wouldnt it be fair Theres no pvp and we can create new characters,,ask-the-team
2022-07-29T07:01:40.118000+00:00,463724309299593216,flashyboy82,"They won't carry our progress over for other alphas, wouldn't be fair on the nxt wave of invitees joining the testing.",,ask-the-team
2022-07-29T06:59:17.556000+00:00,160521135363063809,Jord,Its still alpha test Progress wont be carried to main release Nothing said about alpha,,ask-the-team
2022-07-29T06:58:50.050000+00:00,563496083163185152,Capaflix,"having both weapons and my set at level 27, when I played the missions in challenge mode the enemies would go down immediately. even their damage I found too low",dededeth,general-chat
2022-07-29T06:57:58.229000+00:00,257667780680089600,gkopou,"Progress will not be carried...the only sure thing. For the rest, I will say an optimistic maybe.",Jord,ask-the-team
2022-07-29T06:52:11.582000+00:00,160521135363063809,Jord,Will there be new zones (not DZ) opening up in the next round of alpha testing Also will out progress be carried to the next alpha testing And will there be new missions ?,,ask-the-team
2022-07-29T06:50:48.603000+00:00,160521135363063809,Jord,2 days left to play guys,,general-chat
2022-07-29T06:34:15.878000+00:00,256950551671996416,D3LT4_Moody,"Ok, Ill put a team together then and give them a try 😀",flashyboy82,other-division-games
2022-07-29T06:33:32+00:00,256950551671996416,D3LT4_Moody,"Yup, says something like, can't interact with this item anymore...",Freaky Old Man,feedback-and-bugs
2022-07-29T06:18:13.910000+00:00,401536937078423552,Ghoul,"The code is linked to your google account, once redeemed you can try to install it on any device with the same google account if it's compatible",『🅿𝗟🎱☢Ⓕ』,general-chat
2022-07-29T03:56:22.960000+00:00,988562203034656778,dededeth,"Could you please try to open the confirmation email, copy the link at the bottom into chrome and then click install. It will ask what device you want to remote install to",『🅿𝗟🎱☢Ⓕ』,general-chat
2022-07-29T01:58:39.161000+00:00,385192154454032388,『🅿𝗟🎱☢Ⓕ』,but i dont have a code to redeem on a compatible device,,general-chat
2022-07-29T01:58:22.579000+00:00,385192154454032388,『🅿𝗟🎱☢Ⓕ』,ye i did,,general-chat
2022-07-29T01:58:15.360000+00:00,988562203034656778,dededeth,"Don't worry, you can check the list here",,general-chat
2022-07-29T01:57:45.137000+00:00,385192154454032388,『🅿𝗟🎱☢Ⓕ』,i wasnt in this server before i redeemed it on the device,dededeth,general-chat
2022-07-29T01:57:30.324000+00:00,988562203034656778,dededeth,Could you please use the bug report format? You can find it in the feedback channel,.王.,general-chat
2022-07-29T01:56:35.561000+00:00,988562203034656778,dededeth,Have you already checked the list of the compatible devices?,『🅿𝗟🎱☢Ⓕ』,general-chat
2022-07-29T01:54:44.886000+00:00,579360144647913489,.王.,I tried this game on my pixel 4a 5g without the play store but anyway game doesn't run that good might be because it's alpha 😄,,general-chat
2022-07-29T01:42:46.753000+00:00,155149108183695360,Dyno,"Ingame character name (please specify)Device informationIssue (Can you say in as few words as possible what happened that you think is wrong)Issue type (Is it an issue with the gameplay, UI, menu, visual, auditory or the environment)Description (What exactly is the issue at hand, can you describe in detail what the bug is or what it does/causes the game to do)Result (What happened that should not have happened)Expected result (What, if anything, should whatever you did to experience the bug have done normally)Steps to reproduce (Describe in as much detail as you can, with anything that you think is relevant, what exactly you did that caused this issue, so that it can be reproduced, confirmed by staff in cross-referenced to other reports and fixed)",,feedback-and-bugs
2022-07-29T01:42:46.018000+00:00,988562203034656778,dededeth,?SHDbug,,feedback-and-bugs
2022-07-29T01:42:40.239000+00:00,988562203034656778,dededeth,"Hi buddy, could you please use the bug report format to tell us more?",Freaky Old Man,feedback-and-bugs
2022-07-29T01:42:17.705000+00:00,385192154454032388,『🅿𝗟🎱☢Ⓕ』,is it possible to get another code? the device i redeemed it on was incompatible,,general-chat
